9149,1,False,0
5966,2,True,1
7053,2,True,0
7078,2,True,4
7551,2,True,4
7088,2,False,0
7132,2,False,0
4602,2,True,1
7939,2,True,5
3517,2,False,0
7675,2,False,0
5082,2,True,0
6362,2,True,3
9432,2,True,4
1666,2,False,0
4718,2,True,0
5103,2,False,0
5604,2,False,0
2649,2,True,0
5089,2,True,1
2788,2,False,0
2391,2,False,0
6378,2,True,0
8914,2,False,0
7085,2,True,2
1536,2,False,0
9201,2,True,2
1319,2,True,3
957,2,False,0
7911,2,False,0
9669,2,True,1
6202,3,True,4
3565,3,True,3
7924,3,True,0
160,3,True,2
5864,3,True,5
8395,4,False,0
8329,4,False,0
6647,4,True,5
6436,4,False,0
3119,4,False,0
8770,4,False,0
3173,4,True,1
4216,5,True,3
1756,5,False,0
4126,5,False,0
5442,5,False,0
223,5,True,1
2333,5,False,0
62,5,True,1
9754,5,False,0
4252,5,False,0
5121,5,False,0
6555,5,True,4
1201,5,True,1
2280,5,False,0
4722,5,True,5
1225,5,False,0
6970,5,False,0
6174,6,True,3
5284,6,True,3
1833,6,True,5
9292,6,True,5
826,6,False,0
8729,6,True,2
1942,6,True,2
8481,6,True,1
8682,6,True,4
2950,6,False,0
1695,7,False,0
8456,7,False,0
1965,7,True,4
3055,7,False,0
9653,7,True,1
7209,7,False,0
6724,7,True,4
9174,7,True,1
2186,8,False,0
1430,8,True,5
718,8,False,0
7734,8,False,0
981,8,False,0
6514,8,True,5
6884,8,False,0
5612,8,False,0
3877,8,False,0
1957,8,True,3
5318,8,False,0
5470,9,True,2
7184,9,True,3
157,9,False,0
7234,9,False,0
4464,9,True,1
3467,9,False,0
3326,9,False,0
7839,9,False,0
6244,9,True,0
1352,10,True,4
1594,10,False,0
5647,10,False,0
6572,10,True,0
3620,10,True,0
6762,10,False,0
1496,10,True,1
6466,10,False,0
4146,10,True,5
5443,10,False,0
7818,10,False,0
4720,11,False,0
1105,11,True,1
9257,11,True,5
8716,11,False,0
3746,11,False,0
3798,11,False,0
2146,11,True,5
9974,11,True,4
4503,11,False,0
1872,11,False,0
3280,11,False,0
6025,11,True,3
3357,11,False,0
5751,11,False,0
9473,11,False,0
7531,11,True,4
4035,11,False,0
2668,11,False,0
9252,11,False,0
3828,11,False,0
3715,12,False,0
6018,12,False,0
2600,12,True,4
6120,13,False,0
316,13,True,1
7141,13,False,0
2642,13,True,2
9891,13,False,0
9258,13,False,0
988,13,False,0
3356,13,False,0
6661,13,False,0
4098,13,True,4
2001,13,True,4
9353,13,True,0
7047,13,False,0
2050,13,True,2
8645,13,False,0
8110,13,False,0
7921,13,False,0
8685,13,False,0
1361,13,False,0
648,13,True,3
8062,13,False,0
5541,13,False,0
1960,13,True,1
7285,13,False,0
4774,13,True,2
5529,13,False,0
2916,13,False,0
9593,13,True,2
6284,14,False,0
1593,14,True,3
1195,15,True,0
2733,15,False,0
9633,15,True,5
7252,15,False,0
2457,15,False,0
109,15,True,1
7458,15,True,1
2586,15,False,0
5839,15,True,4
9869,15,True,1
9911,15,False,0
6136,15,True,0
3135,15,True,0
1664,15,False,0
6586,15,False,0
9459,15,False,0
4400,15,True,4
4465,15,True,1
8032,15,False,0
743,15,False,0
772,15,False,0
8714,15,False,0
5817,15,False,0
797,15,False,0
847,15,True,1
8972,15,True,5
1073,16,False,0
64,16,False,0
1904,16,False,0
2513,16,False,0
2044,17,True,0
4756,17,False,0
4575,17,False,0
2120,17,True,1
6254,17,False,0
4914,17,True,1
3450,17,False,0
7361,17,False,0
1699,17,False,0
5450,17,False,0
6362,17,False,0
535,17,False,0
619,17,True,2
7778,17,False,0
4328,17,True,1
3559,17,False,0
94,17,True,0
9097,17,True,4
9542,17,True,0
224,17,False,0
1780,17,True,1
5082,17,False,0
949,17,False,0
2619,17,False,0
7354,17,False,0
3449,18,True,2
3975,19,False,0
4575,19,False,0
8612,19,True,0
2378,19,False,0
3023,19,False,0
551,19,True,3
1031,19,True,1
2425,19,False,0
7436,19,False,0
5066,19,True,1
9346,20,True,3
2909,20,False,0
9221,20,False,0
240,20,True,4
9631,20,True,2
8220,20,True,4
6945,21,True,5
8938,21,True,5
5565,21,False,0
4983,21,False,0
3683,21,True,1
6568,21,False,0
6875,21,True,0
2252,21,False,0
3720,21,False,0
997,22,False,0
594,22,True,0
8058,22,False,0
4035,22,True,5
1788,22,False,0
5330,22,False,0
795,23,False,0
1676,23,False,0
5525,23,False,0
7306,23,True,5
6187,23,True,0
2198,23,False,0
7640,23,True,5
843,23,True,1
7731,23,True,0
3564,23,True,4
5248,23,False,0
4047,23,True,3
5537,23,False,0
2034,23,False,0
306,23,True,4
5467,23,False,0
2207,23,False,0
5564,23,False,0
3617,23,False,0
1757,23,False,0
9073,23,False,0
7247,23,False,0
5759,23,False,0
7049,23,True,2
8738,23,True,1
8143,23,False,0
5055,23,False,0
9186,23,False,0
8603,23,False,0
7224,23,True,5
2509,23,False,0
9086,23,False,0
936,23,False,0
8330,23,False,0
5270,23,False,0
1212,24,False,0
6363,24,True,1
2542,24,False,0
9286,24,True,2
2758,25,False,0
5558,25,False,0
1756,25,False,0
6458,25,False,0
8257,25,False,0
276,25,False,0
3928,25,False,0
4361,25,True,4
1420,25,False,0
752,25,False,0
153,26,True,2
6663,26,False,0
1017,27,True,0
3794,27,False,0
2823,27,True,0
4655,27,False,0
105,27,False,0
5515,27,True,1
1533,28,False,0
7597,28,False,0
6944,28,True,0
6144,28,True,5
6008,28,False,0
2227,28,True,0
6664,28,False,0
9048,28,False,0
1047,28,False,0
4738,28,True,4
2465,28,False,0
8993,28,True,3
4321,28,False,0
9996,28,True,0
1914,28,False,0
7445,28,False,0
6433,28,False,0
6304,28,False,0
223,28,False,0
8229,28,True,1
1987,28,True,0
155,28,True,3
2846,28,False,0
8761,28,False,0
695,28,False,0
2823,28,False,0
9342,28,True,0
4872,28,False,0
7067,28,False,0
2134,28,False,0
2239,28,False,0
4568,28,False,0
4386,28,False,0
8650,29,False,0
7973,29,False,0
7844,29,False,0
6899,29,False,0
7409,29,False,0
7020,29,True,5
2854,29,False,0
6192,29,True,2
5593,29,False,0
390,30,True,1
4235,30,True,4
8941,30,True,1
48,30,False,0
5250,30,False,0
4357,30,False,0
1595,30,True,1
4808,30,False,0
4438,32,False,0
4621,32,False,0
765,32,False,0
782,32,True,4
6087,33,False,0
750,33,False,0
1301,33,False,0
2027,33,False,0
7377,33,True,5
4422,33,False,0
996,33,False,0
9226,34,True,3
4291,34,False,0
8444,34,True,1
3372,34,False,0
1553,34,False,0
4126,34,True,0
8069,35,True,3
5481,35,True,2
5140,35,True,2
696,35,False,0
1028,35,False,0
8881,35,True,4
379,35,True,4
5060,35,False,0
1665,35,False,0
6455,36,True,0
3932,36,True,4
6174,36,False,0
2406,36,False,0
716,36,True,1
2896,36,True,0
7265,36,False,0
8858,36,True,0
1788,37,False,0
6140,37,False,0
5022,37,False,0
4045,37,False,0
775,37,False,0
6145,37,False,0
9214,37,False,0
8409,37,True,0
2458,37,False,0
5653,37,False,0
4291,37,False,0
989,37,True,3
6606,37,False,0
8219,37,True,3
3197,37,True,5
2738,37,True,0
4217,37,False,0
3840,37,True,4
1066,37,False,0
8396,38,False,0
5075,38,True,4
301,38,True,3
3444,39,True,2
2347,39,True,3
5803,39,True,5
5835,39,False,0
9458,39,False,0
9691,39,False,0
5028,39,False,0
7766,39,True,3
1529,39,False,0
753,39,False,0
3526,39,True,1
3944,39,False,0
8290,39,True,1
1947,39,True,5
5295,39,True,2
2257,39,False,0
4970,39,False,0
6445,40,False,0
3807,40,False,0
3951,40,False,0
7352,40,False,0
2520,40,True,2
6179,40,True,0
7779,40,False,0
1745,40,True,5
2949,40,True,4
2260,40,True,5
438,40,True,1
9902,40,False,0
1276,40,False,0
5359,40,False,0
299,41,False,0
5767,41,True,0
2906,41,False,0
3311,41,False,0
3343,41,True,5
9080,42,True,4
470,42,True,5
4759,42,True,5
5410,42,True,4
7162,43,False,0
109,43,False,0
5285,43,False,0
8649,43,True,0
9898,43,False,0
8568,43,False,0
837,43,True,3
37,43,False,0
1207,43,True,4
5002,43,True,4
314,43,False,0
3955,43,True,1
9959,43,False,0
6057,43,True,5
